ID,Question,Expected Answer
244,"**السؤال:**

ما هي الشروط التي يجب توافرها للتيمم في حالة فقدان الماء، مع ذكر الدليل من القرآن والسنة؟ 

**الإجابة:**

يجب أن يتوافر الشرط الأساسي وهو فقدان الماء حقيقةً، والدليل على ذلك من القرآن هو قوله تعالى: ""فَلَمْ تَجِدُوا مَاء فَتَيَمَّمُوا صَعِيدًا طَيِّبًا"" (المائدة: 6). ومن السنة، ما رواه عائشة رضي الله عنها، حيث ذكرت أن رسول الله صلى الله عليه وسلم أقام مع الناس في مكان لا ماء فيه حتى تم العثور على عقدها.",الفرع الأوَّل: فقدانُ الماء حقيقةًمِن شُروطِالتيمُّمِ فُقدانُ الماءِ حقيقةً.الأدلَّة:أوَّلًا:من الكتابقَولُ الله تعالى:فَلَمْ تَجِدُوا مَاء فَتَيَمَّمُوا صَعِيدًا طَيِّبًا[المائدة: 6]ثانيًا:مِن السُّنَّةِعنعائشةَرَضِيَ اللهُ عنها زَوجِ النبيِّ صلَّى اللهُ عليه وسلَّم، قالت:((خرجْنا مع رسولِ الله صلَّى اللهُ عليه وسلَّم في بعض أسفاره، حتى إذا كنَّا بالبيداءِ أو بذاتِ الجَيشِ، انقطع عِقدٌ لي، فأقام رسولُ الله صلَّى اللهُ عليه وسلَّم على التِماسِه، وأقام النَّاسُ معه وليسوا على ماء، فأَتى النَّاسُ ...
245,"**السؤال:**

ما هو الحكم الشرعي لمن عجز عن استعمال الماء بسبب البرد الشديد، أو الخوف من الهلاك، أو المرض؟ مع ذكر الأدلة من أقوال العلماء في هذا الشأن. 

**الإجابة:**

الحكم الشرعي لمن عجز عن استعمال الماء بسبب البرد الشديد أو الخوف من الهلاك أو المرض هو جواز التيمم. 

- فقد ذكر ابن قدامة أنه إذا خاف الشخص من شدة البرد، وكان بإمكانه تسخين الماء أو استعماله بطريقة آمنة، فإنه يلزمه ذلك. أما إذا لم يستطع، فيجوز له التيمم والصلاة، وهذا قول أكثر أهل العلم.
  
- كما أشار السرخسي إلى أنه إذا كان الشخص يخاف على نفسه الهلاك عند استعمال الماء، فإن التيمم جائز له بالاتفاق.

- وأيضًا، ذكر العيني أن العلماء أجمعوا على أنه إذا خاف الشخص على نفسه الهلاك أو على عضو من أعضائه، فإنه يجوز له التيمم. 

وبذلك يتضح أن التيمم هو الخيار الشرعي المتاح في هذه الحالات.",مَن عجَز عن استعمالِ الماءِ بسبَبِ البَردقال ابن قدامة: (وإن خاف من شدَّة البَرد، وأمكنه أن يسخِّنَ الماء، أو يستعمِلَه على وجهٍ يأمَن الضَّرر، مثل: أن يغسِلَ عضوًا عضوًا، وكلَّما غسل شيئًا ستَرَه، لزمه ذلك، وإن لم يقدِر، تيمَّم وصلَّى في قول أكثَرِ أهل العلم) ((المغني)) (1/192).، أو الخوف، أو المرضقال السَّرخسيُّ: (أمَّا إذا كان يخافُ الهلاك باستعمال الماء، فالتيمُّمجائزٌ له بالاتِّفاق). ((المبسوط)) (1/105). وقال العينيُّ: ((أجمعوا على أنَّه لو خاف على نفْسه الهلاكَ، أو على عضوِه ومنفعَتِه، يُب...
246,"**السؤال:**  
ما هي السنة المتعلقة بالتيمم التي اتفق عليها جمهور الفقهاء، وما هو الدليل على ذلك؟

**الإجابة:**  
السنة المتعلقة بالتيمم التي اتفق عليها جمهور الفقهاء هي التسمية في أول التيمم. وقد استحب ذلك الحنفية والمالكية والشافعية والحنابلة، حيث استندوا إلى قياس التيمم على الوضوء.",المطلب الأوَّل: التَّسميةُ فيالتيمُّمتُستحبَّ التَّسميةُ في أوَّلِالتيمُّم، عند الجُمهورِ: الحنفيَّة((تبيين الحقائق للزيلعي وحاشية الشلبي)) (1/36)، ((مراقي الفلاح)) للشرنبلالي (ص: 53).، والمالكيَّة((التاج والإكليل)) للمواق (1/356)، وينظر: ((الفواكه الدواني)) للنفراوي (1/416).والشَّافعيَّة((المجموع)) للنووي (2/227)، ((نهاية المحتاج)) للرملي (1/178).، وهو قولٌ للحنابلةِ((الإنصاف)) للمرداوي (1/209).؛ وذلك قياسًا على الوُضوءِ((نهاية المحتاج)) للرملي (1/301).المطلب الثَّاني: نفخُ اليدينِ بعد ضَربِهما...
247,"سؤال فقهي: 

ما هي أهمية النية في التيمم، وما هو موقف المذاهب الفقهية الأربعة (الحنفية، المالكية، الشافعية، الحنبلية) من ذلك؟ 

أ) لا تعتبر النية شرطًا في التيمم.  
ب) التيمم لا يصح إلا بنيّة، وهذا باتفاق المذاهب الأربعة.  
ج) النية مطلوبة فقط في بعض المذاهب.  
د) لا يوجد اتفاق بين المذاهب حول شرط النية في التيمم. 

اختر الإجابة الصحيحة وبيّن سبب اختيارك.",لا يصحُّالتيمُّمُإلَّا بنيَّة، وهذا باتِّفاقِ المَذاهِبِ الفِقهيَّةِ الأربَعةِ: الحنفيَّة((تبيين الحقائق للزيلعي وحاشية الشلبي)) (1/36)، ((العناية شرح الهداية)) للبابرتي (1/129).، والمالكيَّة((الشرح الكبير للشيخ الدردير وحاشية الدسوقي)) (1/154)، وينظر: ((القوانين الفقهية)) لابن جزي (ص: 19).، والشَّافعيَّة((المجموع)) للنووي (2/220)، ((مغني المحتاج)) للشربيني (1/97).، والحنابلة((كشاف القناع)) للبهوتي (1/173)، وينظر: ((الشرح الكبير)) لشمس الدين ابن قدامة (1/121).، وهو اختيارُابنِ حَزمٍقال ابنُ حزم:...
248,"**السؤال:**

استنادًا إلى ما ورد في المطلب الثاني حول التيمم، اشرح ما هو الشيء الذي يجوز التيمم به، مستندًا إلى الأدلة من الكتاب والسنة. مع ذكر الآيات والأحاديث المتعلقة بذلك.",الفرعالأوَّل:التيمُّمبالتُّرابيجوزالتيممُبالتُّرابِ في الجملة.الأدلَّة:أوَّلًا: من الكتابقولُ الله تعالى:فَتَيَمَّمُوا صَعِيدًا طَيِّبًا[النساء: 43]وجه الدَّلالة:أنَّ أوْلى ما يُطلَقُ عليه الصَّعيدُ، هو التُّرابقال الفيومي: (الصَّعيدُ في كلامِ العَرب يُطلَقُ على وجوه: على التُّرابِ الذي على وجهِ الأرض، وعلى وجهِ الأرضِ، وعلى الطَّريقِ). ((المصباح المنير)) (1/339). ويُنظر: ((الأم)) للشافعي (1/66).ثانيًا: مِن السُّنَّةِ1- عن حُذيفةَ رَضِيَ اللهُ عنه قال: قال رسولُ الله صلَّى اللهُ عليه وسلَّم:((فُ...
249,"**السؤال:**

ما هو حكم مسح الوجه والكفين في التيمم، وما هي الأدلة الشرعية التي تدل على ذلك؟ 

**الإجابة:**

حكم مسح الوجه والكفين في التيمم هو فرض في الجملة. 

**الأدلة:**
1. من الكتاب: قوله تعالى: ""فَلَمْ تَجِدُوا مَاءً فَتَيَمَّمُوا صَعِيدًا طَيِّبًا فَامْسَحُوا بِوُجُوهِكُمْ وَأَيْدِيكُمْ مِنْهُ"" [المائدة: 6].
2. من السنة: ما رواه عبد الرحمن بن أَبْزَى عن عمر بن الخطاب، حيث ذكر عمَّار بن ياسر أنه تمتعك في سفرٍ بينما عمر لم يصلِّ.",الفرع الأوَّل: حُكمُ مَسحِ الوجهِ والكفَّين فيالتيمُّممسْحُ الوجهِ والكفَّينِ فرضٌ فيالتيمُّمفي الجُملةِ.الأدلَّة:أوَّلًا: من الكتابقوله تعالى:فَلَمْ تَجِدُوا مَاءً فَتَيَمَّمُوا صَعِيدًا طَيِّبًا فَامْسَحُوا بِوُجُوهِكُمْ وَأَيْدِيكُمْ مِنْهُ[المائدة: 6]ثانيًا:مِن السُّنَّةِعن عبد الرحمنِ بن أَبْزَى قال:((جاء رجلٌ إلى عمرَ بن الخطَّاب فقال: إنِّي أجنبتُ فلم أُصِبِ الماء، فقال عمَّار بن ياسر لعُمرَ بن الخطَّاب: أمَا تذكُر أنَّا كنَّا في سفرٍ أنا وأنت، فأمَّا أنت فلم تُصلِّ، وأمَّا أنا فتمعَّكتُ ...
250,"**السؤال:**

ما هو مذهب الشافعية والحنابلة في مسألة الترتيب في التيمم، وما الفرق بينهما في حالة الحدث الأكبر والحدث الأصغر؟

**الإجابة:**

مذهب الشافعية هو وجوب الترتيب في التيمم، حيث يجب أن يكون التيمم على الوجه أولاً ثم الكفان، ولا يفرق الشافعية بين التيمم عن حدث أكبر أو أصغر. 

أما مذهب الحنابلة، فيرى أن الترتيب واجب في الحدث الأصغر، بينما لا يجب في الحدث الأكبر.",يجب التَّرتيبُ فيالتيمُّم[3330] الوجْهُ ثم الكفان.، وهو مذهَبُ الشَّافعيَّة((المجموع)) للنووي (2/234)، ((مغني المحتاج)) للشربيني (1/99). لا فرْقَ عند الشَّافعيَّة بينالتيمُّمِ عن حدَثٍ أكبَرَ أو أصغَرَ، أو غُسلٍ مَسنونٍ، أو غيرِ ذلك ممَّا يُطلَبُ لهالتيمُّمُ.، والحنابلةِ((شرح منتهى الإرادات)) للبهوتي (1/98) ((كشاف القناع)) للبهوتي (1/175). مذهبُ الحنابلةِ أنَّ التَّرتيبَ يجِبُ في الحدَثِ الأصغَرِ، ولا يجِبُ في الحدَثِ الأكبَرِ.، وقولٌ للمالكيَّة((حاشية العدوي على كفاية الطالب الرباني)) (1/230).،...
251,"**سؤال فقهي:**

ما هو حكم الموالاة في التيمُّم وفقًا لمذاهب الفقهاء، وما هي الآراء المختلفة حول وجوبها في الحدث الأصغر والحدث الأكبر؟ 

**الإجابة:**

المالكية يرون أن الموالاة في التيمُّم واجبة. أما الحنابلة فيرون أن الموالاة تجب في الحدث الأصغر، ولا تجب في الحدث الأكبر. بينما الشافعية في القديم يختلفون في هذا الأمر، حيث يُعتبر أن الموالاة واجبة في الطهارتين. وقد اختار ابن عثيمين أن الموالاة واجبة في الطهارتين جميعًا.",الموالاةُ فيالتيمُّمواجبة، وهذا مَذهَبُ المالكيَّة((مواهب الجليل)) للحطاب (1/501)، ((الشرح الكبير للشيخ الدردير وحاشية الدسوقي)) (1/152).، والحنابلةمذهب الحنابلة أن الموالاة تجب في الحدث الأصغر، ولا تجب في الحدث الأكبر. ينظر: ((منتهى الإرادات)) لابن النجار (1/104).، والشافعيفي القديم((نهاية المحتاج للرملي مع حاشية الشبراملسي)) (1/303)، ((حاشية قليوبي وعميرة)) (1/105).، واختارهابنُ عُثيمينقال ابن عثيمين: (بالنِّسبة للموالاةِ، الأَولى أن يُقال: إنَّها واجبةٌ في الطَّهارتينِ جميعًا؛ إذ يبعُدُ أن نق...
252,"**السؤال:**

ما هي مبطلات التيمُّم، وما الدليل على ذلك من أقوال العلماء؟ 

**الإجابة:**

مبطلات التيمُّم هي نفس مبطلات الوضوء، سواء كانت من الحدث الأكبر أو الأصغر. وقد استند العلماء إلى الإجماع في هذا الشأن، حيث ذكر ابن حزم أن ""كل حدث ينقض الوضوء، فإنه ينقض التيمُّم، هذا ما لا خلاف فيه من أحد من أهل الإسلام"". كما أشار ابن رشد إلى أن ""نواقض هذه الطهارة متفق عليها، وهي ما ينقض الأصل الذي هو الوضوء أو الطهر"".",يَبطُلالتيمُّمُبما يَبطُلُ به الوضوءُسواءٌ من الحدَث الأكبَرِ أو الأصغر.الدَّليلُ من الإجماعِنقل الإجماعَ على ذلك:ابنُ حَزمٍقال ابنُ حزم: (كلُّ حدَثٍ ينقُضُ الوضوءَ؛ فإنَّه ينقُضُ التيمُّمَ، هذا ما لا خلافَ فيه من أحدٍ مِن أهلِ الإسلام). ((المحلى)) (1/351).، وابنُ رُشدٍقال ابن رشد: (أمَّا نواقِضُ هذه الطَّهارةِ، فإنَّهم اتَّفقوا على أنَّه ينقُضُها ما ينقُضُ الأصلَ الذي هو الوضوءُ أو الطُّهرُ). ((بداية المجتهد)) (1/78)....
253,"سؤال فقهي: 

ما هو الحكم الفقهي للتيمُّم في حالة وجود الماء المقدور على استعماله، وما هو الدليل على ذلك من الإجماع؟ 

أ) يظل التيمُّم صحيحًا.  
ب) يبطُل التيمُّم.  
ج) يعتمد على نوع الماء.  
د) يظل التيمُّم جائزًا في جميع الأحوال.  

**الإجابة الصحيحة:** ب) يبطُل التيمُّم. 

**الدليل:** وجود الماء المقدور على استعماله من غير ضرر يُبطل التيمُّم خارج الصلاة، كما أشار إلى ذلك كل من شمس الدين ابن قدامة وابن تيمية.",يَبطُلالتيمُّمُبالقُدرةِ على استعمالِ الماءِ.الدَّليلُ من الإجماعِ:نقَل الإجماعَ على ذلك: شمسُ الدِّين ابنُ قدامةقال شمس الدين ابن قدامة: (وجودُ الماء المقدور على استعمالِه من غيرِ ضَررٍ، على ما مرَّ في موضِعِه، وهو مُبطِلٌ للتيمُّم خارجَ الصَّلاة إجماعًا، لا نعلمُ فيه خلافًا). ((الشرح الكبير)) (1/268).، وابنُ تيميَّةقال ابن تيميَّة: (قد ثبَت بالنَّصِّ والإجماعِ أنَّه يبطُل بالقدرةِ على استعمالِ الماء) ((مجموع الفتاوى)) (21/355)....
254,"**سؤال فقهي:**

ما هو الحكم الفقهي لوجود الماء قبل الشروع في الصلاة، وما هو موقف المذاهب الفقهية الأربعة من ذلك؟ مع ذكر المصادر التي تدعم هذا الحكم.",يَبطُلُالتيمُّمُبوجودِ الماءِ قبل الشُّروعِ في الصَّلاة، باتِّفاقِ المَذاهِبِ الفِقهيَّةِ الأربَعةِ: الحنفيَّة((المبسوط)) للسرخسي (1/199)، وينظر: ((بدائع الصنائع)) للكاساني (1/57).، والمالكيَّة((الشرح الكبير للدردير وحاشية الدسوقي)) (1/158)، وينظر: ((شرح مختصر خليل)) للخرشي (1/195)، ((الذخيرة)) للقرافي (1/365).، والشافعيَّة((المجموع)) للنووي (2/301)، ((نهاية المحتاج)) للرملي (1/304).، والحنابلة((الإنصاف)) للمرداوي (1/215) وينظر: ((الكافي)) لابن قدامة (1/128)، ((الشرح الكبير)) لابن قدامة (1/273)....
255,"**السؤال:**

ما هو حكم من وجد الماء أثناء الصلاة، وما هي الآراء المختلفة بين الفقهاء في هذا الشأن؟ اذكر القولين الرئيسيين مع الأدلة الداعمة لكل منهما.",اختلف أهلُ العِلمِ في حُكمِ مَن وجد الماءَ أثناء الصَّلاةِ على قولينِ:القول الأوّل:مَن وَجد الماءَ أثناء الصَّلاة، فإنَّ عليه الخروجَ منها، وعليه أن يتوضَّأ إن كان محدِثًا حدثًا أصغَرَ، أو يغتسِلَ إن كان قد أحدَث حدثًا أكبرَ، وهو مذهَبُ الحنفيَّة((المبسوط)) للسرخسي (1/103)، وينظر: ((تبيين الحقائق للزيلعي وحاشية الشلبي)) (1/41).، والحنابلة((الفروع)) لابن مفلح (1/312)، وينظر: ((المغني)) لابن قدامة (1/197).، وبه قال طائفةٌ مِن السَّلفمنهم: ابن عُليَّة، والأوزاعيُّ، وسفيان الثوريُّ. ((المحلى)) لابن ...
256,"**السؤال:**

ماذا يجب على الشخص الذي تيمم وصلى ثم وجد الماء بعد أداء الصلاة وقبل خروج الوقت، وفقاً لما ذكره الفقهاء؟ وما هو رأي ابن عبد البر والكاساني في هذه المسألة؟ 

**الإجابة:**

إذا وجد الشخص الماء بعد أداء الصلاة وقبل خروج الوقت، فإن صلاته ماضية ولا يجب عليه إعادتها، وذلك وفقاً لما أجمع عليه الجمهور من الفقهاء. وقد ذكر ابن عبد البر أنه يستحب له أن يعيد صلاته بعد وضوئه أو غسله ما دام في الوقت. أما الكاساني، فقد أوضح أنه إذا وجد الماء بعد الفراغ من الصلاة، فإن عليه إعادة الصلاة إذا كان بعد خروج الوقت.",مَن وجدَ الماءَ بعد أداءِ الصَّلاةِ وقبل خروجِ الوَقتِقال ابن عبدِ البَرِّ: (أجمع الجمهورُ من الفقهاءِ أنَّ مَن طلب الماءَ فلم يجِدْه، وتيمَّم وصلَّى، ثمَّ وجد الماءَ في الوقت- وقد كان اجتهَد في الطَّلَب فلم يجِد الماء، ولا نَسِيَه في رَحْله- أنَّ صلاتَه ماضيةٌ إلَّا أنَّ منهم مَن يستحبُّ له أن يُعيدَ صَلاتَه بعد وضوئِه أو بعد غُسلِه، ما دام في الوقتِ). ((الاستذكار)) (1/314)، ((التمهيد)) (19/291). وقال الكاسانيُّ: (أمَّا إذا وجده بعد الفراغِ من الصَّلاة؛ فإن كان بعد خروجِ الوَقتِ، فليس عليه إعاد...
257,"**السؤال:** ما حكم من تيمَّم وصلَّى، ثم وجد الماء بعد خروج وقت الصلاة، وما هو الدليل على ذلك؟

**الإجابة:** لا يُعيدُ الصلاة، والدليل على ذلك هو الإجماع، حيث نقل ابن المنذر أن أهل العلم أجمعوا على أن من تيمَّم صعيدًا طيِّبًا كما أَمر الله، وصلَّى، ثم وجد الماء بعد خروج وقت الصلاة، لا إعادةَ عليه.",من تيمَّم وصلَّى، ثمَّ وجدَ الماء بعد خروجِ الوقت، فإنَّه لا يُعيدُ الصَّلاة.الدَّليل من الإجماعنقل الإجماعَ على ذلك: ابنُ المُنذِرقال ابن المُنذِر: (أجمع أهلُ العِلم على أنَّ من تيمَّم صعيدًا طيِّبًا كما أَمر الله، وصلَّى، ثمَّ وجد الماءَ بعد خروج وقت الصَّلاة، لا إعادةَ عليه). ((الأوسط)) (2/63).، والبغويقال البَغويُّ: (لو صلَّى بالتيمُّم، ثم وجَد الماء، لا تجبُ عليه الإعادةُ بالاتِّفاق) ((شرح السنة)) (2/96).، والكاسانيُّقال الكاساني: (أمَّا إذا وجده بعد الفراغِ من الصَّلاة، فإنْ كان بعد خروجِ ...
258,"**السؤال:**

هل يبطُل التيمُّم بخروج وقت الصلاة؟ اذكر المذهب الذي يذهب إلى ذلك، واذكر رأي ابن حزم في هذه المسألة. 

**الإجابة:**

لا يَبطُل التيمُّم بخروج وقت الصلاة، وهو مذهب الحنفية. وقد قال ابن حزم: ""المتيمِّم يُصلِّي بتيمُّمِه ما شاء من الصَّلوات الفرْض والنَّوافل، ما لم ينتقِض تيمُّه بحدَثٍ، أو بوجودِ الماء"".",لا يَبطُلالتيمُّمُبخروج وقت الصَّلاة، وهو مذهَبُ الحنفيَّة((تبيين الحقائق للزيلعي وحاشية الشلبي)) (1/42).، والظاهريَّةقال ابن حزم: (المتيمِّم يُصلِّي بتيمُّمِه ما شاء من الصَّلوات الفرْض والنَّوافل، ما لم ينتقِض تيمُّمه بحدَثٍ، أو بوجودِ الماء، وأمَّا المريضُ فلا يَنقُض طهارتَه بالتيمُّم إلَّا ما ينقُض الطَّهارةَ من الأحداثِ فقط، وبهذا يقول أبو حنيفة، وسفيان الثوريُّ، والليث بن سعد، وداود). ((المحلى)) (1/355)، وينظر: ((جامع المسائل)) لابن تيميَّة (2/208).، واختارهابنُ تيميَّةقال ابن تيميَّة: (ال...
259,"**السؤال:**

عرف الحيض لغة واصطلاحًا، واذكر بعض صفاته وأحكامه المتعلقة بالمرأة البالغة. مع الإشارة إلى رأي ابن عثيمين في مسألة الحيض بالنسبة للحامل.",الحيض لُغةً:السَّيلانُ، ومنه قولهم: حاض السَّيل، إذا فاض((تحرير ألفاظ التنبيه)) للنووي (ص: 44)، ((لسان العرب)) لابن منظور (7/143)، ((المصباح المنير)) للفيومي (1/159).الحيض اصطلاحًا:دمُ طبيعةٍ يُرخيه الرَّحِمُ عبْرَ فرج المرأةِ البالغة، يُصيبُها في أيَّامٍ معلومةٍ((مغني المحتاج)) للشربيني (1/108)، ((مجموع فتاوى ورسائل العثيمين)) (11/297). ** فائدة: قال ابنُ عثيمين: (لا تحيضُ الحامِلُ في الغالب؛ لأنَّ هذا الدَّم- بإذن الله- ينصرِفُ إلى الجنين عن طريقِ السُّرة، ويتفرَّقُ في العروقِ ليتغذَّى به؛ إذ ...
260,"**السؤال:**

ما هي الأحكام المتعلقة بالمبتدأة إذا كانت مميزة، وكيف يتم التمييز بين دم الحيض ودم الاستحاضة وفقًا لمذهب الشافعية؟ 

**الإجابة:**

المبتدأة إذا كانت مميزة، تُميز بين دم الحيض ودم الاستحاضة بناءً على صفات الدم. الدم الذي يكون أسود ثخينًا نتنًا يُعتبر حيضًا، بينما الدم الأحمر الرقيق غير المنتن يُعتبر استحاضة. وهذا هو مذهب الشافعية، حيث يُعمل بالتفريق بين الدمين وفقًا لهذه الصفات.",المطلب الأوَّل: المُبتدَأةُ إذا كانت مميِّزةًالمُبتدَأةُ إذا كانت مميِّزةًالمميِّزةُ: هي مَن اتَّصل بها الدَّمُ، وبعضه أسوَدُ ثخينٌ مُنتِن الرَّائحة، وبعضُه أحمرُ رقيقٌ غير مُنتنٍ، فتُميِّزُ مِن دَمها ما كان أسودَ ثخينًا نتنًا، فيكون حيضًا، وما كان منه أحمرَ رقيقًا، فهو استحاضةٌ. ينظر: ((الحاوي الكبير)) للماوردي (1/391)، ((البيان في مذهب الإمام الشافعي)) للعمراني (1/357).، فإنَّها تعمَلُ بالتَّمييز؛ وهذا مَذهَبُ الشَّافعيَّة((المجموع)) للنووي (2/403)، ((روضة الطالبين)) للنووي (1/142).، والحنابلة...
261,"**السؤال:**

ما هي الشروط التي تثبت بها العادة في الحيض وفقًا لمذهب الحنابلة، وما هو الرأي الذي أبداه كل من ابن باز وابن عثيمين في هذا الشأن؟ 

**الإجابة:**

تثبت العادة في الحيض إذا تكررت ثلاث مرات، وهو المشهور من مذهب الحنابلة. 

- ابن باز يرى أنه بعد التكرار ثلاث مرات تكون عادتها، سواء كانت عشرة أيام أو أقل أو أكثر ما لم يبلغ أكثره.
- ابن عثيمين يوضح أنه إذا وافق الدم عادة المرأة فهو حيض، وإن لم يوافقها فليس بحيض حتى يتكرر ثلاث مرات.",المطلب الأوَّل: ما تثبتُ به العادةُ فيالحيضِتثبُتُ العادةُ فيالحيضِإذا تكرَّر ثلاثَ مرَّات؛ وهو المشهورُ مِن مَذهَبِ الحنابلة((الإنصاف)) للمرداوي (1/371)، وينظر: ((المغني)) لابن قدامة (1/230).، واختارهابنُ بازقالابن باز: (وبعد التكرُّر ثلاثًا تكون عادَتُها، سواءٌ عشرة أيَّام، أو أقل أو أكثر ما لم يبلغ أكثره) ((شرح الروض المربع- كتاب الطهارة، منقول من اختيارات الشيخابن بازلخالد آل حامد)) (1/316).، وابنُ عثيمينقالابن عثيمين: (إنْ وافق عادةً فهو حيض، وإن لم يوافقْها فليس بحيضٍ، حتَّى يتكرَّر ثلاثة ...
262,"**السؤال:**

ما هو حكم الكُدرة والصُّفرة في أيام الحيض وفقاً للمذاهب الفقهية الأربعة، وما هو الدليل على ذلك من كتب الفقه المعتمدة؟ 

**الإجابة:**

الكُدرة والصُّفرة في أيام الحيض تُعتبر حيضاً باتفاق المذاهب الفقهية الأربعة. 

- **الحنفية:** كما ورد في ""البحر الرائق"" لابن نجيم و""بدائع الصنائع"" للكاساني.
- **المالكية:** كما ذكر في ""مواهب الجليل"" للحطاب و""الاستذكار"" لابن عبدالبر.
- **الشافعية:** كما ورد في ""المجموع"" للنووي و""مغني المحتاج"" للشربيني.
- **الحنابلة:** كما ذكر في ""الإنصاف"" للمرداوي و""كشاف القناع"" للبهوتي.

وقد حُكي فيه الإجماع، كما أشار إليه ابن رجب.",المطلب الأوَّل: الصُّفرةُ أو الكُدرة في أيَّامِالحَيضِالكُدرة والصُّفرة في أيَّامِالحَيضِ؛ حيضٌ، وهذا باتِّفاقِ المَذاهِبِ الفِقهيَّةِ الأربَعةِ: الحنفيَّة((البحر الرائق)) لابن نجيم (1/202)، وينظر: ((بدائع الصنائع)) للكاساني (1/39).، والمالكيَّة((مواهب الجليل)) للحطاب (1/536)، وينظر: ((الاستذكار)) لابن عبدالبر (1/324).، والشَّافعيَّة((المجموع)) للنووي (2/388)، ((مغني المحتاج)) للشربيني (1/113).، والحنابلة((الإنصاف)) للمرداوي (1/268)، ((كشاف القناع)) للبهوتي (1/213).، وحُكي فيه الإجماعُقال ابن رج...
263,"**السؤال:**

ما هو الرأي الفقهي حول الحد الأدنى والأقصى لسن الحيض عند المرأة، وما هي الأدلة التي استند إليها كل من الدارمي وابن تيمية في هذا الشأن؟ 

**الإجابة:**

لا يوجد حد أدنى أو أقصى لسن الحيض عند المرأة، وهو ما ذهب إليه كل من الدارمي من الشافعية وابن تيمية. حيث أكد الدارمي أن المرجع في ذلك هو الوجود، أي أن أي قدر من الدم يظهر في أي سن يعتبر حيضًا. كما أشار ابن تيمية إلى عدم وجود حد لسن الحيض، حتى لو حدث ذلك بعد الستين أو السبعين من العمر.",لا حدَّ لأقلِّ سنِّالحَيضِولا لأكثَرِه، وهو قولُ الدَّارمي من الشَّافعيَّةقال النوويُّ: (قال الدَّارميُّ بعد أنْ ذكَر الاختلافاتِ: كلُّ هذا عندي خطأ؛ لأنَّ المرجِعَ في جميع ذلك إلى الوجودِ، فأيُّ قدْر وُجدَ في أيِّ حالٍ وسِنٍّ كان، وجب جعلُه حيضًا، والله أعلم). ((المجموع)) (2/373).، واختارهابن تيميَّةقالابن تيميَّة: (لا حدَّ لأقلِّ سنٍّ تحيض فيه المرأة، ولا لأكثره). ((الاختيارات الفقهية)) (ص: 400). وقال أيضًا: (لا حدَّ لسنٍّ تحيض فيه المرأة، بل لو قدِّر أنَّها بعد ستِّين أو سبعينَ زاد الدَّمُ ال...
264,"**السؤال:** ما هو أقلُّ مدة الحيض وفقًا لمذهب المالكية، وما هي الآراء الأخرى حول هذه المسألة؟

**الإجابة:** وفقًا لمذهب المالكية، لا حدَّ لأقلِّ مدة الحيض، حيث يُعتبر ذلك مرتبطًا بما تعرفه المرأة من نفسها. وقد أشار الدردير في ""الشرح الكبير"" إلى أنه لا حدَّ لأقلِّه بالنسبة للعبادة، ولكن في العدَّة والاستبراء فلا بدَّ من يومٍ أو بعضه. كما أن هذا الرأي يُشترك فيه بعض السلف مثل أبي داود وعلي بن المديني، وقد رُوي أيضًا عن الأوزاعي.",لا حدَّ لأقلِّ مدَّةالحيض؛ وهذا مَذهَبُ المالكيَّةقال الدردير: (وأمَّا باعتبار الزَّمن فلا حدَّ لأقلِّه، وهذا بالنِّسبة إلى العبادة، وأمَّا في العدَّة والاستبراء فلا بدَّ من يومٍ أو بعضه). ((الشرح الكبير)) (1/168)، وينظر: ((شرح مختصر خليل)) للخرشي (1/210).، وقول بعض السَّلفقال ابن رجب: (وقالت طائفةٌ: لا حدَّ لأقلِّه- أي:الحيض- بل هوَ على ما تعرفه المرأة مِن نفسها، وهو المشهور عن مالك، وقول أبي داود، وعليِّ بن المديني، ورُوي عن الأوزاعيِّ أيضًا) ((فتح الباري)) (1/516).، وهو قول ابن المُنذِرقال اب...
265,"**السؤال:**

ما هو الرأي الفقهي حول أكثر مدة الحيض، وما هي الأدلة التي استند إليها الفقهاء في تحديد هذه المدة؟ 

**الإجابة:**

لا حد لأكثر مدة الحيض في رأي الإمام مالك، حيث قال إن أكثر الحيض عنده هو خمسة عشر يومًا، ولكنه أشار إلى أن هذا قد يختلف حسب عرف النساء. كما أن ابن المنذر ذكر أن هناك طائفة من السلف قالت إنه ليس لأقل الحيض بالأيام حد، ولا لأكثره وقت. وقد اختار ابن تيمية عدم تحديد مدة معينة أيضًا.",لا حدَّ لأكثَرِ مدَّة تحيضُ فيها المرأة؛ وهذا رُوي عنمالكقال ابن عبدِ البَرِّ: (رُوي عنمالكأنَّه قال: لا وقتَ لقليلِ الحيض ولا لكثيره... وأكثرُ الحيض عنده خمسة عشر يومًا، إلَّا أن يوجَدَ في النِّساءِ أكثرُ من ذلك، فكأنَّه ترك قوله خمسةَ عشرَ، وردَّه إلى عُرفِ النِّساء في الأكثر). ((التمهيد)) (16/71، 72).، وحكاه ابنُ المُنذِر عن طائفةٍ مِن السَّلَف) قال ابن المُنذِر: (وقالت فرقة: ليس لأقلِّ الحيضِ بالأيَّام حدٌّ، ولا لأكثَرِه وقت). ((الإشراف)) (1/360).، واختارهابنُ تيميَّةقال ابن تيميَّة: (ومن ذل...
